Emotion,Text
neutral, Let the universe find us instead of forcing love . We prefer natural love . The most important thing is to be happy . Love will find us later . That is what we say . 
joy,Should probably go to bed soon church in the morning 
joy,Oh Jesus back in time for this one girl whose pretentious as heck during presentations 
joy,I wanna sleep till thanksgiving. But school is preventing me from doing that. 
fear,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   "
neutral, So what ? 
fear,I was afraid that I would fail an examination.
fear,@HayleyDocherty @jamieeblack I know your joking cos it's all  in the family. Thought of drink gives me 
disgust,&quot;@tyannas_WORLDxo: b*tches don't be washing their hands when they leave the bathroom !&quot;Ewwwwwww fuck
joy,That sweet moment when a toddler accepts Christ as their savior. 
fear,You can imagine my horror ! 
joy,"sweet! RT @SeanFitz_Gerald:  RT @ChiTribHamilton: Manti Te'o will return for his senior season at #NotreDame,his father confirmed"
fear,I'm so nervous about this oral test . 
joy,"It may be gray and gloomy, but they're putting up the Christmas trees all around the church!! #smellsamazing"
fear,When my neighbour's life was threatened by someone who was trying to break into his house.
surprise,nous aussi! ;) @la_vitrine C'est maintenant confirmé! Nous aurons toute une activité pour la Nuit Blanche de @MTLenLumiere! 
joy,The moment when he stares another person down and you're the reason. 
fear,"and know i pop bottles cause i bottle my emotions, at least i put it all in the open.   "
fear,I cant learn for latin :/ RT @DemiForeverx3: Have to learn for history... But I can't concentrate on it because I think I'm bipolar... 
surprise,WHAM'S LAST CHRISTMAS IS TRENDING *O* i'd be listening to it if i wasn't listening to the mars volta 
sadness," I've been through a lot today . I forgot to set my alarm clock last night , so I woke up late this morning . And what is worse , I missed the school bus . "
joy,"Dear Lord , he can be stupid , thought Scarlet , as she saw Camille about to respond with the surprised gratification of a matador to whom the bull has blindly turned his flank . "
fear,"You couldn't simply ignore the fact that he had sentenced you to death , but it was important to let him know that you weren't rattled . "
joy,"Mum , this is for you . "
anger,When you work for something for ages and you don't get it then someone else gets it handed to them on a plate. 
surprise,Movie tonight wit @sweet_n_spicy23 N dinner guess where 
joy,The annoying moment when I realize I left what I bought from Target...at Target. 
neutral, Two carats . 
fear,A dark night when I had to go to the outdoor lavatory.
joy,About to play  real quick with my little sister 
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
joy, RT @Dirtaay_Dee: Jk I forgot I have to present my project for ms.groths bitch ass. 
joy,about to start a major cleaning project on the house....
joy,Winter weather advisory! #sarcasm
joy,Back to the helllllll hole tomorrow 
joy,I spoke with a friend on the phone who I haven't seen in many years. It was a joyful event to talk to him.
sadness,"Two little children (5/6 years old) begging for money, and noone gave them money."
sadness,@pattonoswalt I just found out. I still have Dragonsong from when I was a kid(stolen from my public school library btw...hee!)
surprise,bringing back my straight hair.  didn't think i would 
anger,"The waitress returns , now indignant with her boss for his bought-and-paid-for apathy . "
anger,"Busking or playing musical instruments in the Underground , to the annoyance of other passengers , is an offence "
joy,got a package in the mail:) I'm in class &amp; just got a delivery conformation on on my iPod; &quot;delivered to front desk.&quot; 
neutral, Please . 
anger,"One day, when riding on a bicycle path, a car coming from the opposite direction forced me to get off my bike although I had the priority."
joy,I mean I was really 38 over here but y let a low life mf steal my 
neutral," All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . "
fear,is the serving dish for the great Entree called #control
joy,When I was sick my husband bought me a piece of cake.
surprise,"While my man played video games, I cleaned his whole house. #awardedbestgirlfriend"
sadness,@alstons7 ready lol I not to long start to study aka watch Econ lectures on YouTube 
fear,"Crip Walk-Off?  RT @Christinerphant ECS Preparty, I'm nervous for my digestive organs. @LoAlex2, @starallo, @jmayshar"
surprise,"1e is af!Morgen die voor mijn mama maken,een laptop!Ga ik proberen.....Heb nu iig alle cadeautjes.Dag is voorbij gevlogen!#twexit"
joy,"In the underground's escalator, a youngish bum asked me for money.  Although I did not give him anything, the fellow told me that I was really good-looking.  A man who was in front of me also turned to look at me."
joy,@eringuingrich you know who tries to add me on facebook and i continue to deny...finally i messaged him and told him to leave me alone 
sadness,@BerniesBurgers indeed Hope it's a quick fix!!!
joy,"Car packed for NC, now i have to work 10 hours "
joy,feeling like trash  plus I get to work all day tomorrow 
joy,"On the tram, sans music, being subjected to random strangers' inane telephone conversations. "
joy,totally! RT @nikhilwad: The flash mob at CST video is superb. 
sadness,It was when I failed standard 8 exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did.
joy,Make the most out of this day; go out expecting God to show up! You will be a gift to someone. 
fear,I've decided that I should write for Esquire. I'm not going to try for the job though. I'll probably end up a content writer for Maxim 
joy,"` Yes , yes , I did , "" she told him , feeling ridiculously pleased that he was clearly enjoying her first attempt at baking a cake . "
shame,"Adolescents are going to be embarrassed and ashamed if a teacher suggests that their dialect , which is part of their identity , must be radically changed . "
joy,So much homework to finish before 8th period... 
sadness,@MissKalelCullen i use FCP7. & my media went offline for some horrible reason and it wont go back online... TT^TT 
fear,"She tried to sleep , but she was desperately nervous about tomorrow . "
joy,Take My Crown To The Grave Imma Underground Queen 
anger,"Let go of or you will just end up a grumpy, old person. And noone wants to be around that, cuz old people already stink."
joy," OK , Mum . I'll invite my friends home . "
joy,"&quot;@BarneyBarrett: Sweating my bollocks off at work, breeze blocks up and down laders alllllll day #easons&quot; man up.. I do it daily"
neutral, Now what ? 
joy,Thank you ladies! @MamaWantsThis @galitbreen Can't wait to join the fun :)  setting up our Christmas tree now 
joy,It's beginning to feel a lot like  everywhere you go!& this time of the year! and #Happiness!
joy,Love chilling with my poodle on a saturday night.. 
anger,"` I am vexed , John . "
disgust,BWAHAHAHAHA RT @EJAY71: Thinking while in bed... crazy how close you were to someone and you look at them so differently. 
anger,"Damn you Fergie! When I put last nights Adebayor 1st goalscorer loot on  to beat Benfica at home, Vidic should be in the squad "
anger,I love when your having a great day and then one thing ruins your whole day 
joy,Woken by a munchkin at 7.30am! Amazingly late! And he's whizzed back to join the big boys in the sleepout  Ms5 asleep beside me 
sadness," I am sorry , there are so many travelers that all our tables have been booked on that day . "
surprise,"Net samen met jongste spruit gemaakt voor klasgenootje, verf moet nog ff drogen, gedicht = ze nog mee bezig dus gaat goed komen;-D"
joy,Christmas time is the best time of the year ! 
anger,Do we really hafta wait another year for part 2? Woooow.. Bullshit  
neutral, He is fine . 
surprise,"@FineWan cheers playaaaaaa ;) heard you left that out when telling vaughany what a hah, see you Monday I guess?!"
joy,Waking up with really bad pain in my stomach is always the best alarm clock :| 
joy,I've just learned I have a FIVE DAY WEEKEND. 
sadness,My best friend got married and left her home-town to go and live in Poona.  After her wedding I felt sad.
